Area Type,Availability,Location,Size,Society,Total Sqft,Balcony,Price,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Super built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,,1200,0.0,65.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Ittamadu,3 Bedroom,,1800,0.0,95.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Avalahalli,3 BHK,Sohea A,2045,2.0,108.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,1.0,56.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,1.0,39.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1600,3.0,100.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,70.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Jigani,10 Bedroom,,1200,,105.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Whitefield,4 Bedroom,StodsWa,4500,,330.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Gasom B,1204,2.0,58.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1410,1.0,54.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Elley B,1460,1.0,80.3,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,1.0,41.18,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,1.0,88.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,Putus L,1600,2.0,90.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Lottegolla Halli,2 BHK,,1250,2.0,55.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1665,2.0,74.93,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,1.0,57.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Hosahalli Extension,5 Bedroom,,2000,2.0,240.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Singasandra,2 BHK,SRensar,1416,2.0,67.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,46.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Munnekollal,10 Bedroom,,7200,3.0,200.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1231,2.0,58.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Neite T,1664,0.0,73.95,,,,,,,,,,,,
Built-up  Area,Ready To Move,TC Palaya,3 Bedroom,,2000,1.0,76.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,972,2.0,43.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,3.0,345.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1185,1.0,47.39,,,,,,,,,,,,
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,,1750,2.0,81.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Byadarahalli,3 BHK,Prurten,3155,,316.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1007,1.0,68.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,,1700,2.0,200.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,85.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,,1200,1.0,54.0,,,,,,,,,,,,
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,994,1.0,42.28,,,,,,,,,,,,
Super built-up  Area,18-Apr,Ramamurthy Nagar,2 BHK,,1150,2.0,40.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,46.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1441,1.0,115.0,,,,,,,,,,,,
Super built-up  Area,19-Mar,Old Madras Road,2 BHK,Saesttt,1157,2.0,47.32,,,,,,,,,,,,
Super built-up  Area,Ready To Move,RPC layout,6 BHK,,1300,3.0,150.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1400,2.0,105.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Tindlu,3 BHK,,1370.07,1.0,65.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Magadi Road,5 Bedroom,,1200,1.0,130.0,,,,,,,,,,,,
Super built-up  Area,20-Dec,Judicial Layout,2 BHK,,900,1.0,40.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kodipalya,1 BHK,,418,1.0,17.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Vishwapriya Nagar,3 Bedroom,,1200,1.0,80.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1200,3.0,43.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,,1062,1.0,42.48,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1120,1.0,51.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1012,1.0,44.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Postal Colony,3 Bedroom,,1500,1.0,200.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,,950,,180.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,Jahipa ,675,2.0,13.5,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Atarebe,1430,2.0,78.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Channasandra,3 BHK,,1195,1.0,56.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2640,1.0,150.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,1.0,42.0,,,,,,,,,,,,
Super built-up  Area,18-Sep,Hennur Road,3 BHK,Shxorm ,1550 - 1590,0.0,75.99,,,,,,,,,,,,
Plot  Area,Ready To Move,Kammanahalli,6 Bedroom,,782,2.0,85.0,,,,,,,,,,,,
Built-up  Area,18-Feb,Sonnenahalli,2 BHK,Skacak ,1011,1.0,59.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,1.0,102.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1129,1.0,69.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Soe 2as,1126,1.0,36.0,,,,,,,,,,,,
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,,110.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1180,2.0,45.0,,,,,,,,,,,,
Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,,600,2.0,125.0,,,,,,,,,,,,
Plot  Area,18-Apr,Bannerghatta,4 Bedroom,,940,2.0,45.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,1933,2.0,140.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,TC Palaya,2 BHK,,1082,2.0,64.0,,,,,,,,,,,,
Plot  Area,Ready To Move,LB Shastri Nagar,8 Bedroom,,2400,1.0,250.0,,,,,,,,,,,,
Super built-up  Area,19-Dec,Anwar Layout,1 BHK,UKicte ,610,0.0,28.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,,1560,1.0,160.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,77.99,,,,,,,,,,,,
Built-up  Area,Ready To Move,Kudlu Gate,4 Bedroom,,3850,0.0,205.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,1125,1.0,46.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Bileshivale,6 Bedroom,,2400,2.0,107.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,777.4,0.0,25.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Battarahalli,4 BHK,,2500,1.0,65.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,Roa 2ha,1798,,150.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1864,2.0,120.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1115,1.0,51.91,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,400,1.0,25.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,,1200,1.0,70.0,,,,,,,,,,,,
Super built-up  Area,18-May,Ananth Nagar,2 BHK,,992,2.0,24.8,,,,,,,,,,,,
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,,950,3.0,57.0,,,,,,,,,,,,
Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,,1500,3.0,185.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krine O,1200,1.0,62.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,GM Palaya,3 BHK,Srg Bnc,1735,2.0,70.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,1750,3.0,172.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1009,2.0,56.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1470,3.0,102.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1527,2.0,115.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,985,1.0,45.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Chandapura,4 Bedroom,,3300,2.0,135.0,,,,,,,,,,,,
Super built-up  Area,18-Jun,Whitefield,2 BHK,Asarqz ,1277,1.0,77.0,,,,,,,,,,,,
Super built-up  Area,18-May,Nallurhalli,2 BHK,CMoneoo,1100,1.0,62.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1820,2.0,140.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Puttanahalli,4 BHK,,1530,3.0,87.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Banashankari,3 BHK,PrdgeSo,1886,2.0,205.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Chandra Layout,3 Bedroom,,1200,0.0,190.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1880,2.0,110.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,52.35,,,,,,,,,,,,
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,1.0,36.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,,1140,2.0,46.0,,,,,,,,,,,,
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1025,1.0,29.6,,,,,,,,,,,,
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,ArsiaEx,3453,2.0,247.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,59.6,,,,,,,,,,,,
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,,1200,2.0,165.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850,2.0,140.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,,1250,1.0,78.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kamakya Layout,4 BHK,,2400,1.0,108.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3522,3.0,716.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Jalahalli,2 BHK,Vaniai ,1244,2.0,88.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,623,1.0,75.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Kengeri Satellite Town,2 BHK,DSestSt,1025,1.0,28.57,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSlesSp,1034,1.0,38.0,,,,,,,,,,,,
Super built-up  Area,18-Jan,Kengeri Satellite Town,3 BHK,DSestSt,1191,2.0,33.34,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Maowsve,1719,2.0,71.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,1.0,39.33,,,,,,,,,,,,
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,1500,2.0,230.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Hosa Road,3 BHK,SJerse ,1470,2.0,84.22,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1140,1.0,50.66,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,2.0,125.0,,,,,,,,,,,,
Plot  Area,Ready To Move,BTM 1st Stage,6 Bedroom,,600,2.0,80.0,,,,,,,,,,,,
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,600,1.0,84.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2990,2.0,170.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1660,2.0,85.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Pao 3ow,1275,3.0,63.43,,,,,,,,,,,,
Super built-up  Area,18-Jun,Bommasandra Industrial Area,3 BHK,,1365,1.0,52.81,,,,,,,,,,,,
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",3 Bedroom,,1200,0.0,90.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,2546,,170.0,,,,,,,,,,,,
Super built-up  Area,20-Oct,Banashankari Stage VI,3 BHK,Brens7 ,1392,1.0,69.46,,,,,,,,,,,,
Super built-up  Area,18-Mar,Whitefield,2 BHK,Asarqz ,1245,1.0,59.76,,,,,,,,,,,,
Built-up  Area,Ready To Move,Rayasandra,5 Bedroom,,1200,1.0,65.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1162,2.0,64.08,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Singasandra,3 BHK,EAvarum,1476,1.0,73.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,KR Puram,1 BHK,,700,1.0,21.5,,,,,,,,,,,,
Built-up  Area,Ready To Move,Gnana Bharathi,6 Bedroom,,3600,1.0,170.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,943,2.0,48.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Pai Layout,2 Bedroom,,1150,1.0,170.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,VHinoel,1113,1.0,44.5,,,,,,,,,,,,
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1615,2.0,69.43,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,ETens G,1279,3.0,100.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,,1256,1.0,60.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Benson Town,3 BHK,,1805,2.0,280.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1350,1.0,65.0,,,,,,,,,,,,
Super built-up  Area,18-May,SRINIVASAPURA,3 BHK,,1525,2.0,68.63,,,,,,,,,,,,
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357,1.0,123.0,,,,,,,,,,,,
Super built-up  Area,19-Mar,Hebbal,3 BHK,Raard B,1645,2.0,117.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,2.0,92.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,32.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,,900,0.0,25.0,,,,,,,,,,,,
Super built-up  Area,18-Sep,Varthur,2 BHK,Soamsay,1210,1.0,64.15,,,,,,,,,,,,
Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,,829,1.0,22.8,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1879,2.0,155.0,,,,,,,,,,,,
Super built-up  Area,17-Jun,Hosur Road,3 BHK,Collsrn,1250,2.0,50.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Jeevanhalli,4 Bedroom,,1200,2.0,35.0,,,,,,,,,,,,
Super built-up  Area,19-Mar,Marathahalli,3 BHK,Unezes ,1108,1.0,60.0,,,,,,,,,,,,
Super built-up  Area,18-Aug,Kanakpura Road,3 BHK,,1401,2.0,69.0,,,,,,,,,,,,
Super built-up  Area,19-Oct,Sarjapur  Road,3 BHK,AsastDe,1157,1.0,75.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,2 BHK,SaaceSa,1185,1.0,42.66,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1751,2.0,115.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Mahalakshmi Puram,5 Bedroom,,1550,1.0,250.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1880,2.0,96.5,,,,,,,,,,,,
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1235 - 1410,0.0,40.985,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1175,2.0,38.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Jalahalli,2 BHK,Prensin,1407,1.0,98.49,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Shentnd,1000,2.0,50.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Briumri,1518,3.0,75.0,,,,,,,,,,,,
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",4 Bedroom,,3600,2.0,300.0,,,,,,,,,,,,
Super built-up  Area,18-May,Tumkur Road,2 BHK,Sahtsva,1027,1.0,67.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3730,2.0,430.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,46.0,,,,,,,,,,,,
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1260,2.0,113.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,3.0,47.25,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Varthur,3 BHK,DSingSt,1737,1.0,57.32,,,,,,,,,,,,
Super built-up  Area,18-Dec,Hennur,4 BHK,Exitym ,3484 - 3550,,161.5,,,,,,,,,,,,
Plot  Area,Ready To Move,Byrathi Village,3 Bedroom,,1600,1.0,120.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1500,2.0,135.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Sabari Nagar,2 Bedroom,,1120,0.0,60.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Banashankari Stage V,3 Bedroom,,1200,1.0,240.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Hennur Road,2 BHK,Inaxyga,1030,1.0,46.5,,,,,,,,,,,,
Built-up  Area,Ready To Move,Gubbalala,6 Bedroom,,2500,1.0,88.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Sulya A,1057,1.0,35.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,3.0,208.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1460,2.0,38.5,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1075,1.0,53.7,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1080,1.0,60.0,,,,,,,,,,,,
Super built-up  Area,19-Dec,Kodihalli,4 BHK,Priesla,3626,3.0,788.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Ashraya Layout,6 BHK,,5100,,225.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Singasandra,2 BHK,SLowse ,1139.7,1.0,45.0,,,,,,,,,,,,
Super built-up  Area,18-Jun,Whitefield,2 BHK,ARipsul,1074,1.0,42.8,,,,,,,,,,,,
Plot  Area,18-Jul,Whitefield,2 Bedroom,,1200,1.0,46.13,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2425,1.0,175.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1323,2.0,74.0,,,,,,,,,,,,
Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,1.0,69.61,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Prmesi ,900,1.0,40.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1 BHK,Soe 2as,740,1.0,23.65,,,,,,,,,,,,
Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1920,2.0,134.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Arishinakunte,1 Bedroom,,38Guntha,0.0,170.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,2.0,96.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Gunjur,3 BHK,MyhtsHe,1588,3.0,90.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Rajaji Nagar,3 Bedroom,,2300,1.0,240.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,R.T. Nagar,9 Bedroom,,3600,2.0,165.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",2 BHK,,1308,1.0,86.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Hennur,3 BHK,MDncyhi,1340,2.0,54.27,,,,,,,,,,,,
Plot  Area,Ready To Move,Kogilu,10 Bedroom,,3280,3.0,450.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Infantry Road,4 BHK,,2170,2.0,265.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1719,2.0,135.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1107.83,1.0,41.51,,,,,,,,,,,,
Plot  Area,18-Jul,Whitefield,2 Bedroom,,1200,1.0,45.84,,,,,,,,,,,,
Built-up  Area,18-Dec,Electronic City,1 BHK,,1090,1.0,31.48,,,,,,,,,,,,
Plot  Area,Ready To Move,Sarvabhouma Nagar,5 Bedroom,,1500,2.0,210.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Jakkur,3 BHK,BrdgeNo,1660,2.0,104.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Nagavara,2 BHK,K dotna,1247,1.0,58.56,,,,,,,,,,,,
Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1595,2.0,96.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,JaaldEm,1175,2.0,50.0,,,,,,,,,,,,
Plot  Area,Ready To Move,9th Phase JP Nagar,8 Bedroom,,1200,,135.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,VSletes,1184,1.0,78.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,Srhan P,1100,2.0,55.0,,,,,,,,,,,,
Plot  Area,18-Apr,Kaval Byrasandra,2 Bedroom,,935,0.0,78.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Niareum,1200,2.0,60.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,2400,1.0,408.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Neelamangala,2 BHK,,1000,1.0,45.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,KBnnupu,1000,0.0,52.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prensya,1705,2.0,85.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Tumkur Road,3 BHK,Mairer ,1060,2.0,58.3,,,,,,,,,,,,
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2325,1.0,120.0,,,,,,,,,,,,
Super built-up  Area,17-Mar,Kammagondahalli,3 BHK,DiiteR ,1347,2.0,55.0,,,,,,,,,,,,
Plot  Area,Ready To Move,Kathreguppe,8 Bedroom,,1200,3.0,250.0,,,,,,,,,,,,
Super built-up  Area,17-Dec,Varthur,2 BHK,Unris E,1402,2.0,95.0,,,,,,,,,,,,
Super built-up  Area,18-Oct,Whitefield,3 BHK,Prtates,2280,2.0,125.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Whitefield ECC Road,2 BHK,,1225,2.0,71.05,,,,,,,,,,,,
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Maodser,1080,1.0,53.0,,,,,,,,,,,,
Built-up  Area,18-Apr,Koppa,7 Bedroom,,4000,,90.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,,1919,0.0,300.0,,,,,,,,,,,,
Built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1100,2.0,42.6,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,DSndsod,2500,3.0,225.0,,,,,,,,,,,,
Super built-up  Area,22-Jan,Bannerghatta Road,2 BHK,PrarePa,1200,2.0,78.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1565,2.0,57.91,,,,,,,,,,,,
Plot  Area,18-Apr,Maruthi nagar kogilu,2 Bedroom,,1200,0.0,78.0,,,,,,,,,,,,
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1581,3.0,76.0,,,,,,,,,,,,
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2882,1.0,200.0,,,,,,,,,,,,
Plot  Area,Ready To Move,TC Palaya,5 Bedroom,,1440,2.0,97.0,,,,,,,,,,,,
